node_id,temperature,humidity,signal_strength,battery_level,packet_loss_rate,response_time,fault_type
2,77.65,70.0,-76.69,62.19,83.78,902.89,Node_Failure
10,26.7,41.89,-51.72,98.96,4.73,35.28,Normal
10,29.34,57.8,-82.58,90.3,69.77,712.02,Communication_Loss
10,-6.47,3.89,-41.8,98.04,5.82,30.33,Data_Anomaly
16,-7.48,4.27,-53.57,88.24,1.01,52.75,Data_Anomaly
11,26.14,56.51,-56.52,77.29,0.55,25.26,Normal
20,26.96,48.36,-53.34,91.91,0.25,28.34,Normal
17,25.08,51.93,-91.68,75.89,70.52,654.57,Communication_Loss
19,30.24,53.43,-59.17,73.88,4.64,14.65,Normal
18,26.2,46.83,-45.96,84.71,1.83,22.16,Normal
3,23.98,62.89,-40.05,69.58,4.32,33.22,Normal
15,26.94,62.04,-58.98,79.87,1.67,20.51,Normal
12,32.33,58.83,-52.12,2.46,14.29,214.76,Battery_Drain
12,-6.49,1.94,-46.9,69.51,8.54,43.12,Data_Anomaly
18,24.36,50.83,-86.03,99.82,53.54,627.2,Communication_Loss
2,30.35,52.34,-45.42,85.22,1.4,27.28,Normal
13,26.7,44.01,-49.04,97.2,3.26,33.0,Normal
6,29.17,48.98,-59.75,98.43,0.95,25.3,Normal
7,27.61,41.86,-53.43,80.49,4.54,28.41,Normal
16,12.31,62.7,-89.74,23.43,91.83,728.21,Node_Failure
7,26.67,47.56,-45.55,70.54,3.49,29.38,Normal
1,26.16,48.11,-92.64,91.19,83.84,305.19,Communication_Loss
18,30.49,57.63,-64.03,5.58,26.18,294.67,Battery_Drain
11,4.65,79.53,-74.31,24.02,83.97,937.35,Node_Failure
6,26.82,65.22,-81.77,61.2,55.73,531.36,Communication_Loss
7,4.46,89.87,-83.46,52.42,98.32,905.26,Node_Failure
7,30.17,67.56,-92.05,68.21,62.04,459.18,Communication_Loss
8,28.04,68.71,-43.37,59.9,2.85,31.45,Normal
6,38.61,21.6,-89.43,24.92,89.14,893.97,Node_Failure
18,32.21,48.94,-57.11,11.57,23.05,179.5,Battery_Drain
17,22.36,56.92,-57.65,77.18,0.6,16.41,Normal
15,66.22,2.81,-54.71,55.46,5.06,33.9,Data_Anomaly
15,23.22,65.44,-76.12,19.35,87.34,671.13,Node_Failure
6,21.5,58.1,-59.15,58.77,3.25,24.46,Normal
1,-6.87,1.89,-51.98,53.06,1.45,41.09,Data_Anomaly
13,27.64,52.74,-52.59,81.52,2.5,38.71,Normal
7,29.32,42.34,-41.76,89.5,0.1,25.48,Normal
10,23.05,58.51,-58.72,94.31,4.35,24.81,Normal
17,24.42,50.01,-58.14,92.14,4.01,28.24,Normal
17,74.42,17.15,-79.69,16.83,88.88,600.07,Node_Failure
15,69.57,75.58,-88.85,10.03,91.02,713.86,Node_Failure
13,28.73,62.99,-55.26,51.27,3.89,27.12,Normal
19,29.02,55.58,-48.84,73.09,0.97,22.67,Normal
13,21.65,50.78,-59.35,55.82,2.75,18.6,Normal
9,28.15,48.97,-41.05,71.21,0.02,9.87,Normal
3,69.48,24.97,-75.2,28.04,90.9,595.43,Node_Failure
6,41.23,50.01,-52.61,0.05,14.28,119.25,Battery_Drain
3,25.03,57.05,-43.86,98.89,3.13,26.23,Normal
12,27.6,57.53,-42.23,93.06,3.26,21.8,Normal
7,53.1,45.61,-84.95,7.88,97.79,898.37,Node_Failure
2,36.5,52.04,-50.02,13.49,25.52,249.5,Battery_Drain
2,77.56,97.96,-81.53,10.29,86.28,654.87,Node_Failure
4,-2.34,93.35,-43.48,96.76,3.08,43.63,Data_Anomaly
16,75.01,3.31,-43.96,43.27,9.34,42.85,Data_Anomaly
4,27.27,40.78,-54.66,55.13,4.0,20.97,Normal
10,48.75,63.62,-72.42,27.19,94.98,799.2,Node_Failure
13,28.9,57.27,-61.38,3.06,23.05,295.98,Battery_Drain
19,26.77,47.62,-45.54,91.61,1.27,32.18,Normal
13,24.72,58.42,-58.75,87.99,2.34,13.63,Normal
3,31.55,37.94,-69.46,2.95,14.11,116.47,Battery_Drain
3,18.23,67.35,-47.0,79.25,1.03,13.74,Normal
19,29.48,54.78,-82.6,61.96,78.52,775.93,Communication_Loss
2,25.4,17.88,-87.39,18.65,98.68,582.22,Node_Failure
9,24.22,54.68,-93.92,81.36,60.99,779.03,Communication_Loss
17,29.71,55.45,-58.89,75.41,0.99,30.48,Normal
1,24.44,48.93,-75.21,73.83,64.99,328.59,Communication_Loss
10,28.56,53.49,-43.34,66.43,1.55,8.37,Normal
15,25.62,57.99,-46.64,87.28,0.26,26.04,Normal
3,89.44,3.8,-57.01,72.91,8.99,20.74,Data_Anomaly
20,25.22,54.13,-50.02,59.53,1.78,23.94,Normal
3,28.15,55.68,-86.83,54.56,57.84,595.04,Communication_Loss
6,71.84,97.44,-52.7,71.68,4.6,40.88,Data_Anomaly
18,26.47,51.54,-58.25,86.82,1.83,29.73,Normal
15,29.95,62.11,-55.67,12.75,18.27,208.95,Battery_Drain
1,33.12,36.13,-58.46,56.67,0.06,28.43,Normal
20,58.96,54.38,-88.28,7.01,87.25,901.11,Node_Failure
3,29.75,51.67,-55.43,68.93,3.13,40.85,Normal
14,35.18,48.86,-68.44,14.33,11.7,254.24,Battery_Drain
6,26.99,53.0,-59.51,56.83,1.61,26.14,Normal
1,27.61,60.24,-53.47,88.1,2.26,21.29,Normal
16,22.32,40.85,-46.26,90.21,3.07,29.08,Normal
14,22.34,52.72,-89.34,77.14,79.01,324.57,Communication_Loss
17,75.81,86.01,-70.93,59.85,88.24,603.49,Node_Failure
20,28.34,56.61,-58.34,74.71,3.13,29.42,Normal
7,26.8,60.61,-49.52,56.92,1.43,19.15,Normal
6,21.01,54.92,-48.68,73.34,3.45,18.08,Normal
9,29.37,57.3,-47.96,65.41,0.68,20.79,Normal
16,22.72,63.46,-52.8,97.11,4.74,39.06,Normal
3,29.67,49.28,-51.74,9.99,12.66,203.91,Battery_Drain
6,28.32,64.53,-41.51,81.79,2.1,29.79,Normal
18,52.79,3.23,-88.23,59.38,95.26,771.09,Node_Failure
9,23.42,50.75,-40.02,90.24,4.05,29.17,Normal
11,-10.45,94.97,-50.0,78.79,1.73,42.04,Data_Anomaly
8,33.1,44.92,-49.96,65.89,0.72,18.8,Normal
19,33.96,64.98,-57.9,0.7,28.15,115.99,Battery_Drain
11,35.52,53.6,-62.9,12.24,18.61,282.59,Battery_Drain
5,26.22,50.64,-53.34,65.95,0.46,13.86,Normal
19,-3.1,99.85,-46.5,54.16,9.12,18.58,Data_Anomaly
11,25.41,65.47,-41.9,74.19,2.38,3.2,Normal
12,29.04,41.09,-54.8,54.5,1.03,28.04,Normal
17,98.36,2.58,-41.98,87.43,4.3,27.5,Data_Anomaly
10,96.94,91.43,-52.31,93.81,5.9,27.21,Data_Anomaly
7,-10.51,99.11,-40.45,63.24,9.65,53.06,Data_Anomaly
14,27.12,49.97,-53.32,96.77,0.51,13.95,Normal
13,25.55,55.4,-66.33,14.16,18.6,109.58,Battery_Drain
18,32.26,43.78,-94.2,55.68,53.93,436.57,Communication_Loss
3,39.35,52.68,-62.05,5.18,23.5,219.58,Battery_Drain
7,61.0,72.08,-70.17,62.4,82.79,730.76,Node_Failure
19,27.38,41.59,-59.04,65.77,0.63,44.9,Normal
2,30.01,57.5,-92.14,49.73,64.37,385.44,Communication_Loss
13,78.53,89.15,-86.16,25.66,82.17,994.44,Node_Failure
20,-9.09,1.75,-52.94,81.95,8.82,36.49,Data_Anomaly
12,48.59,10.83,-88.4,14.71,81.91,788.18,Node_Failure
12,26.96,36.46,-47.12,67.85,3.58,14.85,Normal
11,26.19,63.82,-58.97,81.54,4.93,28.42,Normal
15,24.34,51.5,-43.39,62.66,2.82,27.19,Normal
17,29.24,45.46,-54.55,59.34,3.24,17.59,Normal
17,28.25,50.06,-91.17,65.57,75.99,510.1,Communication_Loss
9,23.87,45.26,-67.95,7.78,24.56,164.78,Battery_Drain
12,32.57,71.82,-75.25,41.88,68.56,792.87,Communication_Loss
3,29.27,59.72,-85.92,47.56,66.33,327.14,Communication_Loss
10,26.45,68.75,-48.0,86.1,0.68,35.07,Normal
11,30.46,38.33,-40.47,82.14,2.5,18.58,Normal
6,22.37,60.76,-53.26,80.21,1.03,15.73,Normal
3,39.6,42.46,-70.69,64.91,82.15,584.28,Node_Failure
8,19.43,51.27,-79.01,57.22,65.45,256.1,Communication_Loss
9,27.15,49.3,-81.99,75.55,85.1,719.84,Communication_Loss
3,93.0,98.08,-49.05,76.54,1.03,52.47,Data_Anomaly
14,28.56,57.62,-56.37,54.46,4.08,29.26,Normal
2,28.85,61.96,-57.56,81.73,0.05,32.83,Normal
19,30.61,57.03,-54.5,58.97,1.16,31.27,Normal
10,-0.29,90.89,-58.98,91.54,5.3,45.81,Data_Anomaly
11,34.43,45.74,-50.04,7.97,16.73,242.76,Battery_Drain
8,28.74,53.54,-83.73,49.09,61.18,709.76,Communication_Loss
4,28.23,65.18,-89.86,65.96,67.25,221.65,Communication_Loss
1,87.6,2.74,-50.04,41.15,0.86,2.26,Data_Anomaly
10,26.84,55.61,-86.86,72.37,66.4,543.92,Communication_Loss
9,23.97,57.89,-45.54,84.85,2.57,32.02,Normal
12,27.23,51.68,-85.76,74.74,75.25,792.19,Communication_Loss
15,24.37,66.37,-53.61,66.49,0.75,26.32,Normal
8,29.49,63.12,-43.7,60.08,4.98,39.43,Normal
16,33.0,42.06,-85.89,95.16,80.36,404.62,Communication_Loss
11,-1.57,0.7,-53.49,51.08,7.86,23.51,Data_Anomaly
19,25.68,55.08,-81.63,59.94,76.25,755.88,Communication_Loss
1,23.48,55.97,-42.2,91.71,1.75,26.02,Normal
7,-20.0,2.62,-56.02,41.81,3.16,19.11,Data_Anomaly
16,68.62,80.9,-81.23,53.83,83.24,847.46,Node_Failure
14,37.16,47.78,-62.18,14.69,29.31,259.97,Battery_Drain
7,30.95,60.75,-64.04,1.99,16.0,278.03,Battery_Drain
9,-5.11,3.94,-53.38,73.9,1.83,49.38,Data_Anomaly
12,29.18,61.73,-58.58,3.44,23.02,249.0,Battery_Drain
20,93.36,2.82,-40.56,65.92,4.6,31.76,Data_Anomaly
7,26.94,58.02,-51.97,85.99,2.89,45.28,Normal
9,80.08,0.08,-41.83,82.79,8.05,34.61,Data_Anomaly
6,0.5,61.29,-72.93,58.29,84.47,909.57,Node_Failure
20,27.01,53.25,-82.86,54.23,69.83,264.7,Communication_Loss
12,26.47,57.75,-93.16,60.07,66.54,520.78,Communication_Loss
6,24.96,52.34,-79.9,70.21,58.22,650.25,Communication_Loss
19,24.61,47.16,-47.36,82.56,1.03,22.21,Normal
16,24.4,51.46,-43.06,72.43,0.66,29.7,Normal
9,26.79,52.98,-41.62,75.0,3.63,34.53,Normal
5,36.52,47.07,-56.34,2.89,16.66,251.58,Battery_Drain
12,38.68,51.32,-76.16,61.29,99.5,718.83,Node_Failure
15,52.78,90.96,-83.59,13.17,97.29,665.79,Node_Failure
7,22.33,38.82,-48.63,60.01,1.54,30.14,Normal
9,79.3,33.52,-73.39,55.53,86.47,852.34,Node_Failure
9,23.74,52.02,-54.43,82.28,0.67,24.27,Normal
12,25.21,54.32,-44.47,57.79,4.4,16.24,Normal
16,24.59,59.56,-56.1,94.07,0.57,27.8,Normal
4,21.22,52.91,-92.86,99.87,55.81,509.35,Communication_Loss
1,21.91,54.14,-58.6,83.17,1.88,28.42,Normal
14,28.65,45.93,-63.24,3.38,27.01,113.02,Battery_Drain
11,21.9,56.07,-44.39,87.13,4.77,49.17,Normal
4,5.93,1.55,-73.54,34.0,85.53,594.19,Node_Failure
13,26.68,46.78,-76.31,53.54,61.17,398.89,Communication_Loss
15,26.16,41.97,-58.36,78.74,1.97,39.31,Normal
3,-12.66,92.74,-52.47,90.53,8.6,41.86,Data_Anomaly
13,28.32,61.32,-64.29,2.51,28.56,282.63,Battery_Drain
16,25.49,65.32,-42.85,85.81,4.95,3.47,Normal
14,26.67,54.69,-56.03,94.33,4.67,23.28,Normal
11,29.52,55.32,-57.1,13.36,24.68,292.22,Battery_Drain
5,46.07,70.99,-88.34,61.01,82.87,513.1,Node_Failure
5,29.0,44.26,-40.09,83.41,0.37,19.78,Normal
16,13.05,4.07,-77.88,35.8,98.18,674.8,Node_Failure
16,37.65,54.41,-69.03,4.42,22.89,252.74,Battery_Drain
1,27.81,50.94,-57.38,59.62,0.63,19.36,Normal
6,76.91,93.22,-79.09,31.61,88.67,665.08,Node_Failure
5,27.44,54.07,-43.88,83.18,1.01,36.59,Normal
5,21.71,57.66,-48.11,63.59,4.53,30.51,Normal
6,22.03,53.95,-47.85,86.2,1.13,26.77,Normal
3,82.04,3.29,-49.86,45.18,1.36,39.59,Data_Anomaly
17,22.45,50.62,-54.5,98.52,0.28,42.69,Normal
18,30.7,48.61,-68.65,11.03,21.94,206.71,Battery_Drain
19,25.71,54.13,-80.49,62.42,73.97,725.81,Communication_Loss
15,-16.74,2.58,-45.27,89.02,5.15,33.84,Data_Anomaly
8,85.48,98.49,-59.37,64.56,6.13,23.63,Data_Anomaly
10,32.42,46.35,-63.83,11.28,26.08,113.22,Battery_Drain
19,56.06,27.1,-86.29,66.98,94.78,918.57,Node_Failure
16,32.28,35.63,-54.89,89.21,3.97,32.15,Normal
3,80.11,98.89,-50.95,85.71,0.91,26.7,Data_Anomaly
2,52.03,2.77,-87.96,59.24,83.1,721.75,Node_Failure
11,25.28,53.02,-53.97,74.16,1.04,26.38,Normal
9,26.21,59.0,-59.68,97.24,4.86,33.19,Normal
5,24.11,54.47,-41.97,57.75,1.52,29.78,Normal
10,30.01,41.04,-94.64,91.6,73.38,302.7,Communication_Loss
6,28.44,58.17,-58.36,67.63,1.26,19.31,Normal
8,25.84,52.93,-48.33,97.59,3.04,23.9,Normal
1,-15.7,91.79,-58.13,75.47,4.92,38.09,Data_Anomaly
7,22.4,59.89,-44.77,74.83,0.21,28.55,Normal
2,-0.67,2.66,-59.69,49.99,3.35,23.28,Data_Anomaly
6,-14.22,4.46,-47.43,68.58,1.02,35.68,Data_Anomaly
20,26.7,47.88,-89.93,99.21,63.41,623.87,Communication_Loss
12,28.17,50.81,-48.22,73.87,0.6,18.47,Normal
7,23.58,59.75,-80.16,43.15,58.83,203.53,Communication_Loss
13,26.95,56.7,-86.58,95.45,53.01,530.35,Communication_Loss
11,32.89,49.62,-57.19,3.85,29.29,264.89,Battery_Drain
1,29.12,66.61,-44.93,75.0,0.87,24.6,Normal
6,23.0,53.05,-44.6,96.84,4.53,28.33,Normal
10,25.38,54.76,-40.03,67.92,4.79,21.32,Normal
10,-17.93,93.67,-43.58,51.9,5.48,25.46,Data_Anomaly
17,-5.13,4.96,-50.66,57.44,6.37,29.79,Data_Anomaly
8,29.27,46.35,-53.04,57.31,0.34,10.33,Normal
2,27.95,52.84,-41.84,54.23,4.65,22.25,Normal
5,70.43,87.14,-86.42,37.03,82.22,797.55,Node_Failure
20,31.54,56.53,-60.94,9.44,24.02,232.79,Battery_Drain
9,32.93,42.04,-51.69,10.8,12.52,170.91,Battery_Drain
18,-4.98,4.79,-51.05,41.36,5.5,32.89,Data_Anomaly
17,32.9,47.45,-75.24,59.49,79.8,408.0,Communication_Loss
6,-13.74,97.82,-53.79,99.57,6.31,26.01,Data_Anomaly
5,28.77,65.81,-56.35,97.67,3.64,14.28,Normal
17,31.79,58.84,-50.14,4.08,19.24,252.14,Battery_Drain
11,23.51,57.96,-53.66,85.64,1.82,16.14,Normal
12,39.98,94.32,-86.69,24.99,97.83,813.22,Node_Failure
3,25.2,67.83,-49.63,62.31,3.2,25.91,Normal
7,19.38,63.37,-88.82,37.57,90.46,654.07,Node_Failure
9,57.4,67.19,-80.08,40.19,89.21,572.72,Node_Failure
11,0.33,3.08,-50.78,98.66,8.5,20.95,Data_Anomaly
20,33.61,51.36,-41.98,82.1,0.91,28.73,Normal
17,55.04,50.29,-83.34,22.62,82.4,647.57,Node_Failure
5,97.31,91.76,-47.94,75.0,8.88,35.18,Data_Anomaly
12,25.61,57.11,-52.19,61.51,2.67,34.02,Normal
1,1.39,71.61,-82.01,6.7,87.4,952.68,Node_Failure
3,13.76,32.46,-73.37,69.22,87.5,715.65,Node_Failure
19,24.69,43.06,-43.25,57.52,1.53,17.92,Normal
15,24.59,54.59,-91.31,52.97,61.4,274.86,Communication_Loss
15,29.21,52.34,-48.86,52.05,3.27,15.91,Normal
9,28.95,58.44,-49.66,76.34,1.49,27.48,Normal
6,27.75,53.26,-64.99,0.55,20.63,299.67,Battery_Drain
19,28.39,69.03,-85.28,96.71,59.79,264.77,Communication_Loss
18,29.13,67.74,-76.64,42.66,72.77,651.18,Communication_Loss
20,83.29,99.91,-50.42,84.35,3.52,24.92,Data_Anomaly
19,32.91,55.02,-62.53,1.41,20.77,276.97,Battery_Drain
6,25.32,43.26,-47.18,64.65,2.78,22.6,Normal
17,28.58,63.56,-54.56,93.03,0.04,21.91,Normal
5,46.19,62.1,-82.14,75.24,92.8,918.74,Node_Failure
18,32.27,55.65,-62.33,8.29,13.3,294.26,Battery_Drain
4,29.97,54.45,-48.88,56.87,1.94,21.15,Normal
4,32.76,46.96,-41.46,87.9,3.62,20.76,Normal
1,66.9,3.09,-58.75,62.99,3.28,40.79,Data_Anomaly
10,23.28,64.89,-53.9,88.77,0.39,23.48,Normal
7,28.81,56.95,-53.64,54.53,4.01,28.79,Normal
8,27.46,47.88,-44.67,56.26,1.68,33.61,Normal
10,25.07,59.52,-60.26,1.04,19.2,191.64,Battery_Drain
12,38.29,49.11,-54.91,3.08,27.21,191.55,Battery_Drain
9,25.9,50.59,-53.11,92.18,4.79,14.98,Normal
16,23.59,55.07,-44.22,84.95,4.27,37.61,Normal
14,83.34,3.73,-52.01,40.24,9.38,28.76,Data_Anomaly
9,29.81,64.02,-50.9,76.06,2.43,24.9,Normal
12,25.94,46.89,-43.47,92.63,0.23,20.08,Normal
14,30.58,53.67,-48.61,55.81,2.4,24.31,Normal
9,32.05,54.0,-59.29,1.36,24.94,296.26,Battery_Drain
9,30.3,56.48,-58.61,54.19,1.37,16.58,Normal
7,-9.87,4.46,-50.87,65.13,0.96,37.26,Data_Anomaly
17,33.81,55.7,-58.63,4.05,26.23,177.88,Battery_Drain
13,28.85,44.86,-51.7,84.64,2.46,18.45,Normal
17,26.63,54.48,-60.75,4.65,26.75,280.72,Battery_Drain
9,33.33,64.54,-59.16,11.19,10.72,291.5,Battery_Drain
9,26.18,52.05,-78.85,76.54,79.28,786.84,Communication_Loss
18,26.09,57.34,-53.64,9.03,29.98,201.4,Battery_Drain
17,33.06,60.8,-58.72,3.13,27.56,195.02,Battery_Drain
8,22.73,53.99,-45.58,83.07,1.3,24.13,Normal
10,29.91,52.17,-42.18,79.53,0.93,28.37,Normal
2,78.4,81.21,-78.76,74.61,83.56,848.25,Node_Failure
8,26.89,48.91,-53.6,85.92,0.82,18.4,Normal
17,-2.83,98.38,-42.8,98.94,1.16,21.88,Data_Anomaly
5,25.9,58.32,-58.27,65.42,0.71,39.6,Normal
20,25.69,52.0,-48.6,68.0,4.16,18.09,Normal
5,-12.05,96.01,-49.76,58.78,4.0,31.26,Data_Anomaly
16,53.64,2.68,-80.89,30.01,92.55,777.85,Node_Failure
17,23.33,49.59,-46.34,80.14,1.08,24.17,Normal
20,47.03,35.6,-83.15,47.34,98.44,633.48,Node_Failure
7,26.33,55.82,-82.12,80.29,51.59,467.39,Communication_Loss
12,30.19,67.47,-55.91,7.1,16.65,264.38,Battery_Drain
8,95.77,2.32,-42.51,57.55,3.45,43.99,Data_Anomaly
10,26.58,51.67,-74.1,56.59,81.14,784.38,Node_Failure
7,26.33,53.65,-49.58,83.26,0.83,33.12,Normal
16,37.02,58.84,-51.43,6.68,15.66,202.36,Battery_Drain
18,30.14,61.89,-91.33,53.2,65.27,566.98,Communication_Loss
3,37.71,21.96,-79.66,79.21,85.86,808.8,Node_Failure
17,94.91,95.92,-42.99,63.21,1.8,36.82,Data_Anomaly
7,28.06,47.67,-49.52,95.87,3.45,43.6,Normal
17,20.45,60.48,-67.65,7.14,23.52,279.42,Battery_Drain
8,23.7,33.16,-92.08,63.7,78.9,420.12,Communication_Loss
19,25.28,60.98,-81.13,94.0,77.32,656.72,Communication_Loss
2,31.02,50.99,-69.3,1.36,21.85,273.24,Battery_Drain
12,28.95,44.21,-57.15,3.26,29.56,115.24,Battery_Drain
4,-11.57,91.97,-45.63,77.56,1.13,30.45,Data_Anomaly
3,-5.44,98.35,-54.13,44.8,4.0,27.34,Data_Anomaly
12,74.76,75.85,-83.0,24.06,84.23,622.25,Node_Failure
16,23.97,52.7,-41.39,58.22,1.14,23.37,Normal
9,28.64,52.81,-77.83,82.58,61.62,434.12,Communication_Loss
18,79.32,74.67,-73.92,50.2,88.4,814.61,Node_Failure
16,52.04,75.15,-76.11,37.89,98.36,916.1,Node_Failure
9,76.27,22.13,-75.43,75.9,91.42,607.08,Node_Failure
3,34.77,50.1,-62.49,7.74,25.93,163.34,Battery_Drain
8,25.45,42.23,-58.28,72.81,2.53,20.04,Normal
20,25.75,45.31,-59.08,59.12,3.46,34.47,Normal
14,28.51,54.84,-49.23,61.76,4.87,28.8,Normal
5,14.49,40.39,-77.2,78.32,86.08,698.44,Node_Failure
17,30.65,50.54,-64.78,5.62,18.94,201.99,Battery_Drain
5,33.1,72.96,-57.63,99.74,2.37,21.77,Normal
10,20.99,48.75,-50.18,95.01,4.9,11.31,Normal
9,26.93,46.32,-49.89,58.66,1.83,24.57,Normal
15,68.69,0.8,-53.0,64.23,8.39,26.12,Data_Anomaly
6,84.07,3.08,-50.83,56.31,6.94,32.8,Data_Anomaly
9,23.92,55.67,-77.98,92.7,67.82,215.6,Communication_Loss
3,37.93,46.0,-57.99,0.03,16.25,150.75,Battery_Drain
12,25.61,49.53,-55.31,73.99,1.6,9.36,Normal
8,26.54,64.96,-49.62,62.14,3.84,14.19,Normal
2,-11.35,91.54,-45.41,74.28,0.69,32.92,Data_Anomaly
10,26.15,51.15,-45.77,76.7,3.93,32.86,Normal
11,33.78,53.87,-53.64,4.63,10.37,299.61,Battery_Drain
5,26.86,42.61,-44.18,53.57,3.18,24.76,Normal
5,24.45,59.63,-40.81,61.3,2.89,27.76,Normal
1,28.85,56.05,-49.69,99.82,0.8,13.27,Normal
6,26.52,47.68,-41.79,94.99,1.47,30.53,Normal
12,42.58,99.21,-88.62,24.79,90.77,896.68,Node_Failure
20,-10.24,97.69,-59.84,87.24,5.53,22.4,Data_Anomaly
10,28.31,58.01,-92.34,62.53,87.82,212.0,Communication_Loss
20,26.18,55.74,-93.62,92.03,67.11,473.07,Communication_Loss
12,37.6,42.35,-75.0,52.29,96.35,890.49,Node_Failure
17,31.73,57.96,-54.2,12.19,23.02,256.66,Battery_Drain
17,22.59,63.9,-93.99,97.5,63.6,577.77,Communication_Loss
8,33.36,59.96,-56.1,8.73,29.44,183.06,Battery_Drain
2,5.45,3.01,-80.37,63.94,87.68,925.92,Node_Failure
7,27.15,46.1,-89.05,69.06,84.25,261.17,Communication_Loss
4,9.87,99.85,-72.91,29.43,89.03,512.5,Node_Failure
18,31.6,67.55,-82.83,49.37,56.87,283.0,Communication_Loss
8,28.02,54.56,-62.22,3.69,25.08,227.89,Battery_Drain
5,25.44,39.05,-89.31,52.54,72.28,767.61,Communication_Loss
2,23.15,61.93,-50.08,63.33,0.94,14.61,Normal
15,-8.43,3.0,-55.86,98.28,2.46,34.89,Data_Anomaly
1,28.54,45.96,-56.65,14.87,22.1,191.48,Battery_Drain
6,26.64,57.88,-51.45,96.54,1.36,22.68,Normal
7,-16.42,4.13,-41.01,98.79,8.99,31.13,Data_Anomaly
9,89.82,95.02,-52.21,95.33,3.5,32.55,Data_Anomaly
12,69.01,87.6,-82.03,5.67,83.73,954.65,Node_Failure
4,27.03,38.73,-45.38,60.47,1.27,35.98,Normal
15,31.03,59.36,-43.25,88.72,3.64,25.83,Normal
11,-9.0,2.74,-43.36,93.0,5.28,23.05,Data_Anomaly
19,25.46,52.85,-47.61,72.45,1.01,18.3,Normal
13,49.48,43.78,-84.82,43.98,94.01,623.73,Node_Failure
8,28.6,43.89,-91.52,88.69,66.35,566.32,Communication_Loss
5,27.24,54.85,-44.78,87.48,2.76,30.52,Normal
4,27.98,42.81,-94.44,94.09,89.43,684.67,Communication_Loss
9,31.15,53.82,-55.7,99.96,2.03,24.9,Normal
2,25.73,50.62,-52.37,74.08,0.85,16.03,Normal
2,25.95,50.96,-54.57,78.0,2.09,31.41,Normal
16,26.02,42.32,-83.56,98.41,85.54,537.26,Communication_Loss
13,81.92,0.95,-45.03,56.93,4.85,31.03,Data_Anomaly
20,7.6,16.3,-76.85,6.66,80.37,895.99,Node_Failure
7,52.74,63.83,-79.2,41.82,81.44,920.35,Node_Failure
11,27.63,61.04,-41.78,53.17,4.78,26.76,Normal
12,26.43,70.45,-67.76,11.84,12.57,245.27,Battery_Drain
10,67.96,99.58,-58.3,99.73,6.96,24.14,Data_Anomaly
6,36.54,48.0,-63.68,7.85,12.25,195.7,Battery_Drain
2,25.89,63.83,-49.21,50.52,3.38,28.57,Normal
6,28.53,57.44,-56.43,80.13,2.12,26.91,Normal
11,26.13,52.85,-56.09,82.07,1.58,26.81,Normal
19,27.03,49.46,-40.8,61.02,1.65,22.9,Normal
11,-3.92,99.0,-49.58,70.99,1.09,25.08,Data_Anomaly
20,25.8,83.51,-85.22,52.56,99.13,787.36,Node_Failure
19,28.03,47.19,-87.12,66.15,86.5,523.19,Communication_Loss
19,-16.74,2.51,-56.34,69.94,2.05,21.89,Data_Anomaly
17,29.74,51.93,-54.57,89.14,0.26,27.09,Normal
7,-7.82,95.77,-41.08,86.31,0.88,31.14,Data_Anomaly
11,37.38,35.34,-55.88,7.57,12.23,133.19,Battery_Drain
1,28.64,56.19,-42.98,96.31,1.17,28.49,Normal
17,34.75,48.66,-58.15,13.47,23.1,103.37,Battery_Drain
13,72.24,0.42,-46.08,98.51,8.02,41.22,Data_Anomaly
8,26.51,48.06,-45.11,79.81,0.46,20.98,Normal
18,23.6,63.81,-80.39,93.35,63.44,281.2,Communication_Loss
3,22.13,56.17,-81.73,76.87,96.95,960.9,Node_Failure
18,12.03,53.43,-89.06,51.5,89.06,820.21,Node_Failure
20,29.21,55.98,-59.15,93.32,2.76,9.85,Normal
14,31.27,54.43,-52.07,78.89,0.53,31.24,Normal
1,25.88,55.71,-50.63,96.88,0.39,27.14,Normal
1,34.84,56.94,-66.21,7.32,22.84,166.38,Battery_Drain
2,29.86,8.28,-74.37,30.07,93.32,673.19,Node_Failure
9,32.73,48.66,-65.09,9.6,19.9,175.34,Battery_Drain
20,25.85,55.96,-44.37,53.05,0.77,33.74,Normal
10,3.13,62.11,-85.95,33.75,88.25,724.37,Node_Failure
15,14.25,51.98,-71.37,34.3,98.53,846.74,Node_Failure
9,74.44,94.93,-44.51,47.95,9.62,32.2,Data_Anomaly
5,67.85,92.67,-71.26,23.0,82.55,845.44,Node_Failure
17,67.06,2.87,-46.77,79.29,0.07,36.88,Data_Anomaly
12,-17.99,1.02,-59.81,61.99,9.43,38.78,Data_Anomaly
6,21.99,66.5,-49.97,67.49,3.53,20.29,Normal
17,28.27,44.97,-82.5,66.92,58.17,279.31,Communication_Loss
15,28.67,60.49,-51.67,75.68,3.56,29.85,Normal
5,23.1,61.86,-52.11,69.04,0.78,33.66,Normal
9,30.78,52.99,-55.22,86.04,4.65,22.69,Normal
17,29.26,57.23,-50.44,50.23,4.4,26.8,Normal
6,34.44,61.53,-68.32,1.84,15.9,170.93,Battery_Drain
6,25.8,53.62,-54.95,59.72,4.89,22.32,Normal
9,25.56,59.62,-45.11,65.18,0.99,25.73,Normal
14,25.02,62.49,-41.57,95.73,2.76,36.53,Normal
